"objid","baumnummer","geometry"
"210725","WD-162","POINT (2681588.2 1246980.9)"
"148649","WD-8963","POINT (2681268.5 1247038.9)"
"232118","WD-8308","POINT (2681603.2 1246982.4)"
"47909","WD-3465","POINT (2681466.8 1246965.8)"
"25301","WD-372","POINT (2681411.2 1246998.8)"
"148646","WD-8962","POINT (2681273.8 1247033.4)"
"191264","WD-8956","POINT (2681319.5 1247028)"
"210755","WD-172","POINT (2681463.5 1246982)"
"191258","WD-8990","POINT (2681363.2 1247007.4)"
"231146","WD-4466","POINT (2681614 1246952.8)"
"148622","WD-8988","POINT (2681355.2 1247026.9)"
"199721","WD-9074","POINT (2681491.8 1247006.8)"
"192410","WD-9069","POINT (2681489.8 1247027.6)"
"50519","WD-12063","POINT (2681500 1246969)"
"207098","WD-13145","POINT (2680703.5 1247513.8)"
"186299","WD-7036","POINT (2680694.5 1247508)"
"48308","WD-10035","POINT (2680612.2 1247257.5)"
"28910","WD-1473","POINT (2680665.8 1247304.6)"
"51104","WD-10039","POINT (2680607.8 1247226.5)"
"159671","WD-7034","POINT (2680708.5 1247492.8)"
"182939","WD-12778","POINT (2680709.5 1247486.4)"
"186302","WD-7031","POINT (2680700.5 1247496.4)"
"29693","WD-1441","POINT (2680654 1247331.2)"
"51014","WD-1439","POINT (2680678.5 1247314.1)"
"28907","WD-1472","POINT (2680660 1247308.8)"
"151478","WD-7041","POINT (2680694.5 1247504.9)"
"51011","WD-1440","POINT (2680666.5 1247322.6)"
"159665","WD-7037","POINT (2680696.8 1247502.6)"
"48305","WD-10040","POINT (2680611.8 1247230.2)"
"183941","WD-7856","POINT (2680711.8 1247519.5)"
"159668","WD-7035","POINT (2680700 1247502.6)"
"51008","WD-1443","POINT (2680626.2 1247351.4)"
"51101","WD-3021","POINT (2680623.2 1247237)"
"187331","WD-7032","POINT (2680702.8 1247490.9)"
"28904","WD-1471","POINT (2680649.5 1247316.4)"
"51098","WD-10034","POINT (2680637.2 1247247.4)"
"51665","WD-4414","POINT (2680608.5 1247364.4)"
"185825","WD-7040","POINT (2680687.2 1247507.6)"
"29696","WD-1442","POINT (2680636.8 1247343.6)"
"28913","WD-1474","POINT (2680677.5 1247296.1)"
"79397","WD-9694","POINT (2680705 1247262.8)"
"29699","WD-1444","POINT (2680617.8 1247357.8)"
"28808","WD-1469","POINT (2680621.2 1247336.5)"
"28916","WD-6175","POINT (2680692.2 1247285.6)"
"159662","WD-7038","POINT (2680685.5 1247510.8)"
"65051","WD-12675","POINT (2680697.5 1247300.2)"
"185828","WD-7039","POINT (2680690.2 1247511.2)"
"28805","WD-2679","POINT (2680609.8 1247345)"
"65054","WD-12674","POINT (2680709.5 1247291.8)"
"51170","WD-10041","POINT (2680613 1247224)"
"65048","WD-1470","POINT (2680637 1247325.1)"
"119132","AL-7638","POINT (2678480.5 1248491.2)"
"36947","AL-2471","POINT (2678467.8 1248440.9)"
"127601","AL-7336","POINT (2678580 1248587)"
"37058","AL-2466","POINT (2678483.8 1248426)"
"37073","AL-2461","POINT (2678488.8 1248406.1)"
"36956","AL-2468","POINT (2678478.8 1248430.9)"
"36818","AL-2896","POINT (2678430.2 1248424.2)"
"126950","AL-7326","POINT (2678520 1248533.8)"
"128018","AL-7329","POINT (2678539.5 1248555.2)"
"12590","AL-7264","POINT (2678407.5 1248470.2)"
"20393","AL-2486","POINT (2678399.8 1248521.6)"
"36959","AL-2467","POINT (2678481.2 1248427.8)"
"36836","AL-2474","POINT (2678410.2 1248409)"
"12593","AL-7265","POINT (2678414.5 1248478.5)"
"36809","AL-3334","POINT (2678406.8 1248529.8)"
"124271","AL-7214","POINT (2678393.2 1248434.4)"
"42419","AL-2480","POINT (2678443.8 1248470.6)"
"142130","AL-3988","POINT (2678538.5 1248682.5)"
"56336","AL-2483","POINT (2678483.5 1248509.6)"
"202859","AL-2444","POINT (2678474 1248391)"
"187661","AL-3078","POINT (2678437.2 1248686.6)"
"167231","AL-3309","POINT (2678408.5 1248483.8)"
"36830","AL-2892","POINT (2678420 1248413.9)"
"202850","AL-2961","POINT (2678465 1248663.6)"
"126956","AL-7212","POINT (2678423.8 1248476.8)"
"11210","AL-4144","POINT (2678425.8 1248505.9)"
"36824","AL-2894","POINT (2678424.8 1248419.2)"
"231380","AL-8580","POINT (2678430.2 1248470.6)"
"187673","AL-3076","POINT (2678515.2 1248713.6)"
"106994","AL-8571","POINT (2678502 1248604.5)"
"186077","AL-3312","POINT (2678394.8 1248470.4)"
"185594","AL-3982","POINT (2678557.8 1248586.4)"
"187667","AL-3074","POINT (2678481.2 1248715.1)"
"114470","AL-7339","POINT (2678596.2 1248600.5)"
"36827","AL-2893","POINT (2678422.5 1248416.9)"
"182429","AL-4815","POINT (2678404 1248439.4)"
"36821","AL-2895","POINT (2678427.8 1248421.6)"
"101606","AL-7325","POINT (2678504 1248515.4)"
"188180","AL-3311","POINT (2678399.8 1248475.1)"
"126953","AL-7213","POINT (2678396.8 1248430.2)"
"36941","AL-2473","POINT (2678458.5 1248438.8)"
"141437","AL-5003","POINT (2678493.8 1248632.4)"
"128009","AL-7333","POINT (2678565.8 1248577.1)"
"188177","AL-3313","POINT (2678390.5 1248466.6)"
"42227","AL-2481","POINT (2678452.2 1248477)"
"185591","AL-3981","POINT (2678558.5 1248592.1)"
"186074","AL-4819","POINT (2678421 1248460.6)"
"202847","AL-2959","POINT (2678453 1248663.9)"
"36953","AL-2469","POINT (2678474.5 1248434.5)"
"127610","AL-7338","POINT (2678592.5 1248598.8)"
"36833","AL-2891","POINT (2678418 1248412)"
"187682","AL-3323","POINT (2678471.2 1248658.4)"
"167342","AL-4816","POINT (2678405 1248437.4)"
"167234","AL-3310","POINT (2678405.2 1248480.2)"
"119120","AL-7327","POINT (2678522.8 1248538.9)"
"36944","AL-2472","POINT (2678462.5 1248442.4)"
"127607","AL-7337","POINT (2678589.2 1248596.8)"
"187664","AL-3073","POINT (2678464.8 1248714.5)"
"188174","AL-3315","POINT (2678380 1248456.4)"
"123353","AL-8986","POINT (2678410 1248460.6)"
"128015","AL-7330","POINT (2678546.8 1248559)"
"187676","AL-3077","POINT (2678532 1248712)"
"36938","AL-2479","POINT (2678391.2 1248395.4)"
"37067","AL-2462","POINT (2678494.8 1248412.6)"
"127598","AL-7335","POINT (2678577.2 1248588)"
"185585","AL-8569","POINT (2678511.5 1248634.5)"
"119633","AL-7334","POINT (2678570.5 1248584.2)"
"20396","AL-2485","POINT (2678421.2 1248496.1)"
"96044","AL-7227","POINT (2678503.5 1248633.6)"
"36815","AL-2897","POINT (2678433.5 1248426.9)"
"119042","AL-7266","POINT (2678406.2 1248465.1)"
"101600","AL-7301","POINT (2678464 1248492.5)"
"174290","AL-3989","POINT (2678577.2 1248703)"
"188183","AL-3314","POINT (2678384.8 1248461.8)"
"128021","AL-7328","POINT (2678533 1248546.4)"
"187670","AL-3075","POINT (2678498.2 1248715)"
"202853","AL-2956","POINT (2678498.2 1248626.2)"
"119705","AL-7331","POINT (2678554.2 1248568)"
"36812","AL-2590","POINT (2678410.8 1248508.4)"
"36950","AL-2470","POINT (2678471 1248438.4)"
"56333","AL-2484","POINT (2678489.5 1248514.5)"
"142127","AL-3987","POINT (2678513.8 1248640.6)"
"37061","AL-2465","POINT (2678486.8 1248423)"
"128012","AL-7639","POINT (2678562.8 1248572.2)"
"127604","AL-7640","POINT (2678586.8 1248590.9)"
"185588","AL-8570","POINT (2678510.5 1248620.8)"
"37064","AL-2464","POINT (2678488.8 1248418.8)"
"119702","AL-7332","POINT (2678557.8 1248568.5)"
"182426","AL-4817","POINT (2678406.8 1248439.4)"
"188156","AL-3975","POINT (2678599.5 1248631.4)"
"101603","AL-7324","POINT (2678498.2 1248512.1)"
"187685","AL-3984","POINT (2678503.8 1248623.9)"
"187679","AL-3983","POINT (2678487.2 1248618.4)"
"37079","AL-2452","POINT (2678486.5 1248393.4)"
"185597","AL-4818","POINT (2678418 1248456.2)"
"10655","AL-7246","POINT (2678389 1248416.5)"
"10658","AL-7247","POINT (2678382 1248411)"
"174287","AL-2958","POINT (2678491 1248608.9)"
"185582","AL-2957","POINT (2678480.8 1248633.5)"
"37076","AL-2455","POINT (2678479.5 1248400.6)"
"11207","AL-4143","POINT (2678421 1248510.9)"
"152141","AL-2607","POINT (2678292.2 1248502.2)"
"149804","AL-3609","POINT (2678271 1248511.8)"
"56123","AL-4254","POINT (2678260 1248579.5)"
"152021","AL-2615","POINT (2678253.8 1248550)"
"194543","AL-3613","POINT (2678297.8 1248484.5)"
"195050","AL-3083","POINT (2678246.2 1248635.1)"
"182906","AL-3664","POINT (2678224 1248526.6)"
"34160","AL-4261","POINT (2678270.5 1248545.1)"
"136031","AL-3321","POINT (2678363 1248555.2)"
"194531","AL-3586","POINT (2678241.2 1248509.4)"
"136037","AL-3298","POINT (2678308.5 1248588.9)"
"145826","AL-3307","POINT (2678358 1248527.6)"
"152024","AL-2614","POINT (2678251.8 1248545.1)"
"182891","AL-4611","POINT (2678247 1248625.5)"
"144224","AL-4616","POINT (2678249.5 1248616.1)"
"147965","AL-5261","POINT (2678231.8 1248499.1)"
"167213","AL-3292","POINT (2678311.8 1248573.8)"
"72950","AL-4235","POINT (2678289.8 1248586.2)"
"188681","AL-3719","POINT (2678349.8 1248446.2)"
"182423","AL-9108","POINT (2678360.5 1248469.2)"
"188687","AL-3716","POINT (2678345.5 1248458.4)"
"147941","AL-5253","POINT (2678291.2 1248438.6)"
"195032","AL-4618","POINT (2678258 1248607.2)"
"182417","AL-3286","POINT (2678280.8 1248603.9)"
"149792","AL-3724","POINT (2678366.5 1248402.5)"
"179618","AL-8947","POINT (2678294.2 1248532.4)"
"180128","AL-3607","POINT (2678255.8 1248527.2)"
"179633","AL-9109","POINT (2678355.8 1248457.4)"
"136034","AL-3297","POINT (2678300.8 1248596.6)"
"68975","AL-8943","POINT (2678264.5 1248568.6)"
"194999","AL-3725","POINT (2678370.2 1248399.2)"
"152255","AL-2596","POINT (2678309.2 1248492.4)"
"147956","AL-5258","POINT (2678254 1248476.5)"
"136028","AL-3320","POINT (2678366.2 1248551.5)"
"188684","AL-3718","POINT (2678347 1248449.4)"
"213209","AL-2592","POINT (2678330.2 1248463.5)"
"56339","AL-4244","POINT (2678316.2 1248497.1)"
"147944","AL-5254","POINT (2678283.8 1248446.2)"
"136046","AL-3301","POINT (2678331.5 1248565.2)"
"56414","AL-4249","POINT (2678332.2 1248535.2)"
"56129","AL-4252","POINT (2678275.8 1248591.8)"
"194549","AL-3656","POINT (2678245 1248529.5)"
"194537","AL-3615","POINT (2678312 1248470.1)"
"147950","AL-5256","POINT (2678269 1248461.4)"
"11894","AL-8577","POINT (2678325.8 1248490.2)"
"180125","AL-3608","POINT (2678264.5 1248518.5)"
"195029","AL-3289","POINT (2678289.8 1248617.9)"
"147938","AL-5252","POINT (2678298.8 1248431)"
"195017","AL-3722","POINT (2678354.8 1248415.2)"
"192545","AL-3652","POINT (2678328.5 1248435.4)"
"180122","AL-3754","POINT (2678318 1248464)"
"167225","AL-3295","POINT (2678334.2 1248552.1)"
"167222","AL-3296","POINT (2678341.8 1248544.8)"
"56411","AL-4248","POINT (2678327.5 1248528.4)"
"72956","AL-4236","POINT (2678328 1248587.4)"
"194528","AL-3655","POINT (2678217.2 1248515)"
"152135","AL-2599","POINT (2678294 1248508.9)"
"152126","AL-2836","POINT (2678286.5 1248517.1)"
"152015","AL-2618","POINT (2678244.2 1248551.6)"
"182420","AL-9107","POINT (2678347.5 1248478.6)"
"167207","AL-3290","POINT (2678294.8 1248590.5)"
"189446","AL-2602","POINT (2678313.8 1248480.1)"
"193010","AL-3720","POINT (2678336.5 1248424.6)"
"152123","AL-2610","POINT (2678281 1248513.5)"
"192548","AL-3721","POINT (2678343.5 1248425.5)"
"180131","AL-3654","POINT (2678236.2 1248538.6)"
"152264","AL-2595","POINT (2678314.8 1248487.4)"
"136025","AL-3322","POINT (2678353.8 1248565)"
"56408","AL-4247","POINT (2678321.8 1248524.5)"
"67718","AL-4243","POINT (2678321 1248498.5)"
"167210","AL-3291","POINT (2678303.2 1248582.4)"
"152018","AL-2616","POINT (2678248.2 1248547.9)"
"136268","AL-3306","POINT (2678362.5 1248533.1)"
"149795","AL-3723","POINT (2678364.5 1248405.5)"
"195047","AL-4609","POINT (2678245.5 1248622.4)"
"67727","AL-4257","POINT (2678264.2 1248554.2)"
"189449","AL-2598","POINT (2678299.2 1248502.6)"
"34157","AL-4263","POINT (2678370.5 1248456.8)"
"136049","AL-3303","POINT (2678345.8 1248550.5)"
"56420","AL-4256","POINT (2678259.5 1248553.9)"
"89144","AL-7217","POINT (2678354.8 1248525.8)"
"191564","AL-3085","POINT (2678233.5 1248619.8)"
"147959","AL-5259","POINT (2678246.8 1248484)"
"119699","AL-7216","POINT (2678308.5 1248505.5)"
"15119","AL-8581","POINT (2678342.5 1248468.8)"
"152261","AL-2594","POINT (2678319.8 1248482.2)"
"188672","AL-3318","POINT (2678327 1248575.9)"
"72953","AL-4237","POINT (2678330.5 1248585.4)"
"195020","AL-3712","POINT (2678257.5 1248539)"
"182912","AL-5262","POINT (2678257 1248539.9)"
"218312","AL-9738","POINT (2678329 1248471.4)"
"56120","AL-4255","POINT (2678257 1248573.6)"
"17417","AL-7267","POINT (2678281.5 1248535.2)"
"167216","AL-3293","POINT (2678320 1248566.8)"
"195038","AL-4614","POINT (2678249.2 1248630.1)"
"48143","AL-2487","POINT (2678361.8 1248572)"
"195023","AL-3285","POINT (2678276.5 1248601.6)"
"72965","AL-4612","POINT (2678247.5 1248627.6)"
"167219","AL-3294","POINT (2678326.8 1248559.8)"
"149798","AL-3611","POINT (2678284.8 1248497.9)"
"136040","AL-3299","POINT (2678317 1248580.2)"
"152249","AL-2597","POINT (2678306.2 1248495.5)"
"152147","AL-2605","POINT (2678300.2 1248493.5)"
"194555","AL-3711","POINT (2678263.5 1248540)"
"152012","AL-2617","POINT (2678250.5 1248553.1)"
"67721","AL-4246","POINT (2678312.8 1248513.8)"
"194540","AL-3614","POINT (2678305 1248477.1)"
"46235","AL-4259","POINT (2678256 1248566)"
"179621","AL-8946","POINT (2678305.2 1248524.4)"
"152129","AL-2609","POINT (2678285.2 1248509.5)"
"136262","AL-3304","POINT (2678352.2 1248544.4)"
"191573","AL-3088","POINT (2678214.2 1248597)"
"56405","AL-4245","POINT (2678312.5 1248500.4)"
"188675","AL-3316","POINT (2678321.8 1248579.6)"
"147953","AL-5257","POINT (2678261.5 1248468.9)"
"195041","AL-4610","POINT (2678246.2 1248624.2)"
"167228","AL-3302","POINT (2678339 1248557.8)"
"152009","AL-2619","POINT (2678246.8 1248557)"
"126959","AL-7215","POINT (2678362.2 1248463.6)"
"56417","AL-4250","POINT (2678336.8 1248539.4)"
"136043","AL-3300","POINT (2678325 1248572.1)"
"191108","AL-3095","POINT (2678212 1248688)"
"179627","AL-8940","POINT (2678345.8 1248465.2)"
"46238","AL-4242","POINT (2678336.2 1248508.4)"
"144215","AL-3081","POINT (2678230.8 1248648.5)"
"147947","AL-5255","POINT (2678276.5 1248453.8)"
"48686","AL-7211","POINT (2678290.2 1248596)"
"179630","AL-8941","POINT (2678356.8 1248456.4)"
"194534","AL-3616","POINT (2678324.2 1248457.8)"
"188678","AL-3317","POINT (2678323.8 1248582.2)"
"144218","AL-4613","POINT (2678249 1248628.9)"
"195026","AL-3288","POINT (2678288 1248612.6)"
"56126","AL-4253","POINT (2678273.8 1248590.4)"
"180116","AL-8939","POINT (2678364.8 1248447)"
"149801","AL-3610","POINT (2678278.5 1248504.2)"
"194552","AL-2612","POINT (2678270 1248533.9)"
"152252","AL-2604","POINT (2678304 1248489.2)"
"147830","AL-5251","POINT (2678306.2 1248423.4)"
"191570","AL-3087","POINT (2678220.5 1248604.6)"
"72959","AL-4262","POINT (2678275.5 1248543.5)"
"152144","AL-2606","POINT (2678296.2 1248497)"
"10571","AL-3481","POINT (2678327 1248503.6)"
"147962","AL-5260","POINT (2678239.2 1248491.6)"
"195044","AL-4608","POINT (2678245 1248620.6)"
"187658","AL-3080","POINT (2678238.5 1248642)"
"218309","AL-9737","POINT (2678323.8 1248468)"
"213212","AL-2591","POINT (2678336.2 1248466.9)"
"16655","AL-3480","POINT (2678332.8 1248505)"
"136265","AL-3305","POINT (2678356.8 1248539.4)"
"180119","AL-8938","POINT (2678370.5 1248443.2)"
"149690","AL-3094","POINT (2678219.8 1248681.6)"
"191567","AL-3086","POINT (2678227.2 1248612.5)"
"152270","AL-2593","POINT (2678326 1248476.2)"
"194546","AL-3612","POINT (2678291.2 1248491)"
"142469","AL-3092","POINT (2678235.5 1248668.4)"
"194525","AL-3663","POINT (2678222 1248515)"
"182894","AL-3093","POINT (2678227.8 1248675)"
"152138","AL-2608","POINT (2678289.2 1248505.4)"
"200165","AL-7210","POINT (2678296 1248601.5)"
"152267","AL-2601","POINT (2678317.8 1248475.8)"
"68978","AL-4260","POINT (2678270.2 1248549.8)"
"72962","AL-8944","POINT (2678264.8 1248565.9)"
"67715","AL-4251","POINT (2678329.8 1248483.8)"
"182888","AL-3084","POINT (2678239.8 1248627.4)"
"67724","AL-4238","POINT (2678339.2 1248566.6)"
"152258","AL-2603","POINT (2678307.8 1248485.9)"
"179624","AL-8942","POINT (2678342.5 1248485.4)"
"192542","AL-3653","POINT (2678322 1248450.2)"
"10661","AL-7248","POINT (2678358.8 1248439.1)"
"152132","AL-2600","POINT (2678290 1248513.6)"
"89147","AL-7219","POINT (2678340 1248510.8)"
"179615","AL-8945","POINT (2678272 1248559.4)"
"126962","AL-7218","POINT (2678342 1248515)"
"191561","AL-3082","POINT (2678223.2 1248654.9)"
"144221","AL-4615","POINT (2678245.5 1248619.2)"
"46241","AL-4240","POINT (2678350.2 1248522.5)"
"13535","AL-3482","POINT (2678317 1248518.9)"
"193013","AL-3651","POINT (2678300.8 1248406)"
"195035","AL-4617","POINT (2678257 1248610.2)"
"97571","AL-6396","POINT (2680259.8 1249876.8)"
"154460","AL-6295","POINT (2680142.5 1249963.6)"
"113963","AL-6960","POINT (2680120.8 1249841.8)"
"98789","AL-6903","POINT (2680238.8 1249777.8)"
"198812","AL-6059","POINT (2680200 1249820.8)"
"98783","AL-6895","POINT (2680223 1249780.5)"
"99344","AL-6958","POINT (2680125 1249861)"
"114092","AL-6394","POINT (2680278.5 1249895.2)"
"198341","AL-6057","POINT (2680202 1249815.6)"
"106490","AL-7129","POINT (2680177.5 1249917.6)"
"98537","AL-6873","POINT (2680185.8 1249783.6)"
"99224","AL-6965","POINT (2680145.5 1249835.8)"
"114053","AL-7159","POINT (2680177.2 1249888.6)"
"98798","AL-6906","POINT (2680243.8 1249780.9)"
"99338","AL-6957","POINT (2680122.8 1249857.6)"
"99356","AL-7106","POINT (2680266 1249857.1)"
"98507","AL-6853","POINT (2680146.5 1249792.6)"
"99347","AL-6955","POINT (2680121.8 1249868)"
"115556","AL-6883","POINT (2680210 1249791)"
"114041","AL-7156","POINT (2680174 1249882.6)"
"98516","AL-6852","POINT (2680157.5 1249789.5)"
"154463","AL-6247","POINT (2680108.5 1249956.1)"
"199331","AL-6302","POINT (2680203.2 1249943.2)"
"114056","AL-7097","POINT (2680174 1249865.1)"
"114086","AL-7105","POINT (2680259 1249845.9)"
"154457","AL-6292","POINT (2680150 1249955.8)"
"154451","AL-6291","POINT (2680165.5 1249943.1)"
"117617","AL-6861","POINT (2680187.2 1249797.9)"
"106484","AL-7114","POINT (2680224.2 1249881.8)"
"98792","AL-6909","POINT (2680245.8 1249777.6)"
"154454","AL-6299","POINT (2680165.8 1249950.2)"
"114095","AL-7152","POINT (2680213.5 1249897.4)"
"97583","AL-7123","POINT (2680153 1249901.4)"
"114251","AL-7137","POINT (2680189.2 1249926.2)"
"98675","AL-6878","POINT (2680209 1249780.1)"
"98678","AL-6882","POINT (2680208.8 1249786.2)"
"106493","AL-7160","POINT (2680169 1249886.2)"
"198815","AL-6058","POINT (2680200.5 1249818.4)"
"97565","AL-7110","POINT (2680250.8 1249874)"
"98531","AL-6865","POINT (2680192.2 1249793.4)"
"98393","AL-6845","POINT (2680117.8 1249787.2)"
"99341","AL-6956","POINT (2680119.8 1249861.1)"
"98519","AL-6858","POINT (2680168.2 1249796.9)"
"99206","AL-6410","POINT (2680254.8 1249809.2)"
"130736","AL-6896","POINT (2680191 1249796.8)"
"113981","AL-6897","POINT (2680196.8 1249798)"
"198824","AL-6054","POINT (2680220.5 1249820.8)"
"99335","AL-6959","POINT (2680126.2 1249853.1)"
"114035","AL-6971","POINT (2680151.5 1249836)"
"113972","AL-6849","POINT (2680140.2 1249795.4)"
"98780","AL-6893","POINT (2680222.5 1249787.9)"
"167243","AL-6065","POINT (2680194.2 1249813.2)"
"113975","AL-6863","POINT (2680187.8 1249801.5)"
"99203","AL-6408","POINT (2680259.8 1249811.5)"
"98786","AL-6902","POINT (2680234.8 1249778.2)"
"113993","AL-6416","POINT (2680240.5 1249816.5)"
"198344","AL-6063","POINT (2680201.2 1249810.2)"
"98396","AL-6850","POINT (2680138.8 1249799.1)"
"98534","AL-6872","POINT (2680188 1249788)"
"98660","AL-6889","POINT (2680202.2 1249795.9)"
"98522","AL-6859","POINT (2680175.8 1249792.4)"
"114122","AL-7133","POINT (2680169.2 1249920.2)"
"167048","AL-6251","POINT (2680120.2 1249980.8)"
"114047","AL-7155","POINT (2680175.8 1249882.4)"
"167249","AL-6071","POINT (2680134.5 1249809.1)"
"115550","AL-6881","POINT (2680207.2 1249789.8)"
"114113","AL-7150","POINT (2680213.2 1249917.8)"
"98663","AL-6866","POINT (2680204.8 1249797.8)"
"198335","AL-6066","POINT (2680187.2 1249813.9)"
"98504","AL-6851","POINT (2680146.8 1249786.2)"
"113969","AL-6847","POINT (2680136.5 1249790.2)"
"115586","AL-6954","POINT (2680115.2 1249872.4)"
"98648","AL-6867","POINT (2680199 1249794.1)"
"115553","AL-6885","POINT (2680213.2 1249786.9)"
"97568","AL-7112","POINT (2680248.8 1249878.6)"
"97589","AL-7125","POINT (2680147.5 1249897.2)"
